class,timestamp,org,repo,size_KB,size,pull_count,errors
Data 88 001,2019-10-29 16:00:00,d8a-88,econ-fa19,5572.0,26.0,4,0.0
Data 88 001,2019-10-29 19:00:00,d8a-88,econ-fa19,5572.0,26.0,1,278.75
Data 88 001,2019-10-29 21:00:00,d8a-88,econ-fa19,5572.0,26.0,10,0.0
Data 88 001,2019-10-29 22:00:00,d8a-88,econ-fa19,5572.0,26.0,18,0.0
Data 88 001,2019-10-29 23:00:00,d8a-88,econ-fa19,5572.0,26.0,3,0.0
Data 88 001,2019-10-30 00:00:00,d8a-88,econ-fa19,5572.0,26.0,6,0.0
Data 88 001,2019-10-30 01:00:00,d8a-88,econ-fa19,5572.0,26.0,2,0.0
Data 88 001,2019-10-30 02:00:00,d8a-88,econ-fa19,5572.0,26.0,2,0.0
Data 88 001,2019-10-30 03:00:00,d8a-88,econ-fa19,5572.0,26.0,4,0.0
Data 88 001,2019-10-30 04:00:00,d8a-88,econ-fa19,5572.0,26.0,1,0.0
Data 88 001,2019-10-30 05:00:00,d8a-88,econ-fa19,5572.0,26.0,2,0.0
Data 88 001,2019-10-30 06:00:00,d8a-88,econ-fa19,5572.0,26.0,1,0.0
Data 88 001,2019-10-30 17:00:00,d8a-88,econ-fa19,5572.0,26.0,2,0.0
EEP 118,2019-09-11 19:00:00,ds-modules,ENVECON-118,185.0,102.0,4,501.25
EEP 118,2019-09-11 20:00:00,ds-modules,ENVECON-118,26153.0,102.0,7,0.0
EEP 118,2019-09-11 22:00:00,ds-modules,ENVECON-118,185.0,102.0,5,0.0
EEP 118,2019-09-11 23:00:00,ds-modules,ENVECON-118,185.0,102.0,46,0.0
EEP 118,2019-09-12 00:00:00,ds-modules,ENVECON-118,185.0,102.0,2,0.0
EEP 118,2019-09-12 01:00:00,ds-modules,ENVECON-118,185.0,102.0,1,0.0
EEP 118,2019-09-12 02:00:00,ds-modules,ENVECON-118,185.0,102.0,1,0.0
EEP 118,2019-09-12 04:00:00,ds-modules,ENVECON-118,185.0,102.0,1,0.0
EEP 118,2019-09-12 11:00:00,ds-modules,ENVECON-118,26153.0,102.0,4,0.0
EEP 118,2019-09-12 17:00:00,ds-modules,ENVECON-118,26153.0,102.0,21,0.0
EEP 118,2019-09-12 20:00:00,ds-modules,ENVECON-118,185.0,102.0,1,0.0
EEP 118,2019-09-12 21:00:00,ds-modules,ENVECON-118,26153.0,102.0,12,0.0
EEP 118,2019-09-12 22:00:00,ds-modules,ENVECON-118,26153.0,102.0,13,0.0
EEP 118,2019-09-12 23:00:00,ds-modules,ENVECON-118,26153.0,102.0,15,0.0
EEP 118,2019-09-13 00:00:00,ds-modules,ENVECON-118,16815.0,102.0,7,0.0
EEP 118,2019-09-13 02:00:00,ds-modules,ENVECON-118,26153.0,102.0,10,0.0
EEP 118,2019-09-13 03:00:00,ds-modules,ENVECON-118,26153.0,102.0,16,0.0
EEP 118,2019-09-13 04:00:00,ds-modules,ENVECON-118,26153.0,102.0,4,0.0
EEP 118,2019-09-13 05:00:00,ds-modules,ENVECON-118,26153.0,102.0,11,0.0
EEP 118,2019-09-13 06:00:00,ds-modules,ENVECON-118,26153.0,102.0,2,0.0
EEP 118,2019-09-13 07:00:00,ds-modules,ENVECON-118,26153.0,102.0,2,302.5
EEP 118,2019-09-13 16:00:00,ds-modules,ENVECON-118,185.0,102.0,7,0.0
EEP 118,2019-09-13 17:00:00,ds-modules,ENVECON-118,26153.0,102.0,9,0.0
EEP 118,2019-09-13 18:00:00,ds-modules,ENVECON-118,26153.0,102.0,10,0.0
EEP 118,2019-09-13 19:00:00,ds-modules,ENVECON-118,31983.0,102.0,2,125.0
EEP 118,2019-09-13 20:00:00,ds-modules,ENVECON-118,26153.0,102.0,5,0.0
EEP 118,2019-09-13 21:00:00,ds-modules,ENVECON-118,31983.0,102.0,5,0.0
EEP 118,2019-09-13 22:00:00,ds-modules,ENVECON-118,185.0,102.0,21,0.0
EEP 118,2019-09-13 23:00:00,ds-modules,ENVECON-118,26153.0,102.0,4,0.0
EEP 118,2019-09-14 00:00:00,ds-modules,ENVECON-118,26153.0,102.0,4,0.0
EEP 118,2019-09-14 04:00:00,ds-modules,ENVECON-118,26153.0,102.0,10,0.0
EEP 118,2019-09-14 06:00:00,ds-modules,ENVECON-118,26153.0,102.0,20,0.0
EEP 118,2019-09-14 14:00:00,ds-modules,ENVECON-118,88000.0,102.0,1,0.0
EEP 118,2019-09-14 16:00:00,ds-modules,ENVECON-118,26153.0,102.0,4,0.0
EEP 118,2019-09-14 17:00:00,ds-modules,ENVECON-118,26153.0,102.0,8,0.0
EEP 118,2019-09-14 19:00:00,ds-modules,ENVECON-118,26153.0,102.0,2,414.99827084053817
EEP 118,2019-09-14 22:00:00,ds-modules,ENVECON-118,26153.0,102.0,2,0.0
EEP 118,2019-09-14 23:00:00,ds-modules,ENVECON-118,26153.0,102.0,6,0.0
EEP 118,2019-09-15 01:00:00,ds-modules,ENVECON-118,26153.0,102.0,4,0.0
EEP 118,2019-09-15 03:00:00,ds-modules,ENVECON-118,26153.0,102.0,12,0.0
EEP 118,2019-09-15 04:00:00,ds-modules,ENVECON-118,26153.0,102.0,10,0.0
EEP 118,2019-09-15 07:00:00,ds-modules,ENVECON-118,185.0,102.0,2,400.00166667361117
EEP 118,2019-09-15 13:00:00,ds-modules,ENVECON-118,88000.0,102.0,1,0.0
EEP 118,2019-09-15 19:00:00,ds-modules,ENVECON-118,26153.0,102.0,2,175.0
EEP 118,2019-09-15 20:00:00,ds-modules,ENVECON-118,26153.0,102.0,10,0.0
EEP 118,2019-09-15 21:00:00,ds-modules,ENVECON-118,88000.0,102.0,7,0.0
EEP 118,2019-09-15 22:00:00,ds-modules,ENVECON-118,88000.0,102.0,10,0.0
EEP 118,2019-09-15 23:00:00,ds-modules,ENVECON-118,26153.0,102.0,8,0.0
EEP 118,2019-09-16 00:00:00,ds-modules,ENVECON-118,26153.0,102.0,17,0.0
EEP 118,2019-09-16 01:00:00,ds-modules,ENVECON-118,26153.0,102.0,2,0.0
EEP 118,2019-09-16 02:00:00,ds-modules,ENVECON-118,26153.0,102.0,2,0.0
EEP 118,2019-09-16 03:00:00,ds-modules,ENVECON-118,26153.0,102.0,8,0.0
EEP 118,2019-09-16 04:00:00,ds-modules,ENVECON-118,31983.0,102.0,2,0.0
EEP 118,2019-09-16 05:00:00,ds-modules,ENVECON-118,26153.0,102.0,8,0.0
EEP 118,2019-09-16 09:00:00,ds-modules,ENVECON-118,185.0,102.0,3,0.0
EEP 118,2019-09-16 10:00:00,ds-modules,ENVECON-118,617.0,102.0,1,0.0
EEP 118,2019-09-16 16:00:00,ds-modules,ENVECON-118,26153.0,102.0,2,0.0
EEP 118,2019-09-16 17:00:00,ds-modules,ENVECON-118,26153.0,102.0,8,0.0
EEP 118,2019-09-16 18:00:00,ds-modules,ENVECON-118,26153.0,102.0,15,0.0
EEP 118,2019-09-16 19:00:00,ds-modules,ENVECON-118,617.0,102.0,14,552.5
EEP 118,2019-09-16 20:00:00,ds-modules,ENVECON-118,617.0,102.0,42,0.0
EEP 118,2019-09-16 21:00:00,ds-modules,ENVECON-118,26153.0,102.0,23,0.0
EEP 118,2019-09-16 22:00:00,ds-modules,ENVECON-118,185.0,102.0,7,0.0
EEP 118,2019-09-16 23:00:00,ds-modules,ENVECON-118,31983.0,102.0,5,0.0
EEP 118,2019-09-17 00:00:00,ds-modules,ENVECON-118,31983.0,102.0,22,0.0
EEP 118,2019-09-17 01:00:00,ds-modules,ENVECON-118,617.0,102.0,8,0.0
EEP 118,2019-09-17 02:00:00,ds-modules,ENVECON-118,31983.0,102.0,7,0.0
EEP 118,2019-09-17 03:00:00,ds-modules,ENVECON-118,26153.0,102.0,14,0.0
EEP 118,2019-09-17 04:00:00,ds-modules,ENVECON-118,31983.0,102.0,9,0.0
EEP 118,2019-09-17 05:00:00,ds-modules,ENVECON-118,26153.0,102.0,4,0.0
EEP 118,2019-09-17 06:00:00,ds-modules,ENVECON-118,26153.0,102.0,10,0.0
EEP 118,2019-09-17 07:00:00,ds-modules,ENVECON-118,617.0,102.0,7,176.25
EEP 118,2019-09-17 08:00:00,ds-modules,ENVECON-118,26153.0,102.0,2,0.0
EEP 118,2019-09-17 13:00:00,ds-modules,ENVECON-118,617.0,102.0,2,0.0
EEP 118,2019-09-17 15:00:00,ds-modules,ENVECON-118,26153.0,102.0,6,0.0
EEP 118,2019-09-17 16:00:00,ds-modules,ENVECON-118,26153.0,102.0,40,0.0
EEP 118,2019-09-17 17:00:00,ds-modules,ENVECON-118,617.0,102.0,26,0.0
EEP 118,2019-09-17 18:00:00,ds-modules,ENVECON-118,617.0,102.0,12,0.0
EEP 118,2019-09-17 19:00:00,ds-modules,ENVECON-118,26153.0,102.0,12,385.0
EEP 118,2019-09-17 20:00:00,ds-modules,ENVECON-118,617.0,102.0,24,0.0
EEP 118,2019-09-17 21:00:00,ds-modules,ENVECON-118,617.0,102.0,24,0.0
EEP 118,2019-09-17 22:00:00,ds-modules,ENVECON-118,26153.0,102.0,20,0.0
EEP 118,2019-09-17 23:00:00,ds-modules,ENVECON-118,31983.0,102.0,51,0.0
EEP 118,2019-09-18 00:00:00,ds-modules,ENVECON-118,617.0,102.0,6,0.0
EEP 118,2019-09-18 01:00:00,ds-modules,ENVECON-118,617.0,102.0,19,0.0
EEP 118,2019-09-18 02:00:00,ds-modules,ENVECON-118,31983.0,102.0,23,0.0
EEP 118,2019-09-18 03:00:00,ds-modules,ENVECON-118,26153.0,102.0,18,0.0
EEP 118,2019-09-18 04:00:00,ds-modules,ENVECON-118,617.0,102.0,24,0.0
EEP 118,2019-09-18 05:00:00,ds-modules,ENVECON-118,31983.0,102.0,11,0.0
EEP 118,2019-09-18 06:00:00,ds-modules,ENVECON-118,26153.0,102.0,8,0.0
EEP 118,2019-09-18 07:00:00,ds-modules,ENVECON-118,88000.0,102.0,5,297.5
EEP 118,2019-09-18 14:00:00,ds-modules,ENVECON-118,617.0,102.0,2,0.0
EEP 118,2019-09-18 15:00:00,ds-modules,ENVECON-118,88000.0,102.0,1,0.0
EEP 118,2019-09-18 16:00:00,ds-modules,ENVECON-118,26153.0,102.0,27,0.0
EEP 118,2019-09-18 17:00:00,ds-modules,ENVECON-118,26153.0,102.0,15,0.0
EEP 118,2019-09-18 18:00:00,ds-modules,ENVECON-118,26153.0,102.0,39,0.0
EEP 118,2019-09-18 19:00:00,ds-modules,ENVECON-118,26153.0,102.0,16,495.0
EEP 118,2019-09-18 20:00:00,ds-modules,ENVECON-118,26153.0,102.0,13,0.0
EEP 118,2019-09-18 21:00:00,ds-modules,ENVECON-118,26153.0,102.0,6,0.0
EEP 118,2019-09-18 22:00:00,ds-modules,ENVECON-118,26153.0,102.0,21,0.0
EEP 118,2019-09-18 23:00:00,ds-modules,ENVECON-118,26153.0,102.0,51,0.0
EEP 118,2019-09-19 00:00:00,ds-modules,ENVECON-118,26153.0,102.0,17,0.0
EEP 118,2019-09-19 01:00:00,ds-modules,ENVECON-118,26153.0,102.0,12,0.0
EEP 118,2019-09-19 02:00:00,ds-modules,ENVECON-118,26153.0,102.0,4,0.0
EEP 118,2019-09-19 03:00:00,ds-modules,ENVECON-118,26153.0,102.0,33,0.0
EEP 118,2019-09-19 04:00:00,ds-modules,ENVECON-118,26153.0,102.0,37,0.0
EEP 118,2019-09-19 05:00:00,ds-modules,ENVECON-118,31983.0,102.0,14,0.0
EEP 118,2019-09-19 07:00:00,ds-modules,ENVECON-118,26153.0,102.0,4,263.75
EEP 118,2019-09-19 08:00:00,ds-modules,ENVECON-118,26153.0,102.0,6,0.0
EEP 118,2019-09-19 15:00:00,ds-modules,ENVECON-118,26153.0,102.0,14,0.0
EEP 118,2019-09-19 16:00:00,ds-modules,ENVECON-118,31983.0,102.0,26,0.0
EEP 118,2019-09-19 17:00:00,ds-modules,ENVECON-118,26153.0,102.0,11,0.0
EEP 118,2019-09-19 18:00:00,ds-modules,ENVECON-118,31983.0,102.0,11,0.0
EEP 118,2019-09-19 19:00:00,ds-modules,ENVECON-118,185.0,102.0,20,230.0
EEP 118,2019-09-19 20:00:00,ds-modules,ENVECON-118,31983.0,102.0,16,0.0
EEP 118,2019-09-19 21:00:00,ds-modules,ENVECON-118,31983.0,102.0,22,0.0
EEP 118,2019-09-19 22:00:00,ds-modules,ENVECON-118,26153.0,102.0,6,0.0
EEP 118,2019-09-19 23:00:00,ds-modules,ENVECON-118,185.0,102.0,38,0.0
EEP 118,2019-09-20 00:00:00,ds-modules,ENVECON-118,26153.0,102.0,8,0.0
EEP 118,2019-09-20 01:00:00,ds-modules,ENVECON-118,26153.0,102.0,7,0.0
EEP 118,2019-09-20 02:00:00,ds-modules,ENVECON-118,26153.0,102.0,27,0.0
EEP 118,2019-09-20 03:00:00,ds-modules,ENVECON-118,26153.0,102.0,5,0.0
EEP 118,2019-09-20 04:00:00,ds-modules,ENVECON-118,31983.0,102.0,23,0.0
EEP 118,2019-09-20 05:00:00,ds-modules,ENVECON-118,26153.0,102.0,30,0.0
EEP 118,2019-09-20 06:00:00,ds-modules,ENVECON-118,617.0,102.0,3,0.0
EEP 118,2019-09-20 07:00:00,ds-modules,ENVECON-118,31983.0,102.0,6,201.25
EEP 118,2019-09-20 08:00:00,ds-modules,ENVECON-118,617.0,102.0,4,0.0
EEP 118,2019-09-20 09:00:00,ds-modules,ENVECON-118,31983.0,102.0,2,0.0
EEP 118,2019-09-20 10:00:00,ds-modules,ENVECON-118,31983.0,102.0,1,0.0
EEP 118,2019-09-20 11:00:00,ds-modules,ENVECON-118,26153.0,102.0,4,0.0
EEP 118,2019-09-20 12:00:00,ds-modules,ENVECON-118,26153.0,102.0,2,0.0
EEP 118,2019-09-20 14:00:00,ds-modules,ENVECON-118,26153.0,102.0,2,0.0
EEP 118,2019-09-20 15:00:00,ds-modules,ENVECON-118,31983.0,102.0,10,0.0
EEP 118,2019-09-20 16:00:00,ds-modules,ENVECON-118,617.0,102.0,28,0.0
EEP 118,2019-09-20 17:00:00,ds-modules,ENVECON-118,617.0,102.0,8,0.0
EEP 118,2019-09-20 18:00:00,ds-modules,ENVECON-118,26153.0,102.0,22,0.0
EEP 118,2019-09-20 19:00:00,ds-modules,ENVECON-118,31983.0,102.0,13,453.75
EEP 118,2019-09-20 20:00:00,ds-modules,ENVECON-118,26153.0,102.0,16,0.0
EEP 118,2019-09-20 21:00:00,ds-modules,ENVECON-118,26153.0,102.0,17,0.0
EEP 118,2019-09-20 22:00:00,ds-modules,ENVECON-118,26153.0,102.0,32,0.0
EEP 118,2019-09-20 23:00:00,ds-modules,ENVECON-118,31983.0,102.0,13,0.0
EEP 118,2019-09-21 00:00:00,ds-modules,ENVECON-118,31983.0,102.0,15,0.0
EEP 118,2019-09-21 01:00:00,ds-modules,ENVECON-118,26153.0,102.0,6,0.0
EEP 118,2019-09-21 02:00:00,ds-modules,ENVECON-118,617.0,102.0,15,0.0
EEP 118,2019-09-21 03:00:00,ds-modules,ENVECON-118,31983.0,102.0,8,0.0
EEP 118,2019-09-21 04:00:00,ds-modules,ENVECON-118,26153.0,102.0,32,0.0
EEP 118,2019-09-21 05:00:00,ds-modules,ENVECON-118,31983.0,102.0,12,0.0
EEP 118,2019-09-21 06:00:00,ds-modules,ENVECON-118,26153.0,102.0,2,0.0
EEP 118,2019-09-21 07:00:00,ds-modules,ENVECON-118,26153.0,102.0,6,206.25
EEP 118,2019-09-21 15:00:00,ds-modules,ENVECON-118,617.0,102.0,2,0.0
EEP 118,2019-09-21 17:00:00,ds-modules,ENVECON-118,26153.0,102.0,7,0.0
EEP 118,2019-09-21 18:00:00,ds-modules,ENVECON-118,31983.0,102.0,4,0.0
EEP 118,2019-09-21 19:00:00,ds-modules,ENVECON-118,31983.0,102.0,10,410.0
EEP 118,2019-09-21 20:00:00,ds-modules,ENVECON-118,185.0,102.0,6,0.0
EEP 118,2019-09-21 21:00:00,ds-modules,ENVECON-118,617.0,102.0,8,0.0
EEP 118,2019-09-21 22:00:00,ds-modules,ENVECON-118,617.0,102.0,2,0.0
EEP 118,2019-09-21 23:00:00,ds-modules,ENVECON-118,617.0,102.0,7,0.0
EEP 118,2019-09-22 00:00:00,ds-modules,ENVECON-118,617.0,102.0,2,0.0
EEP 118,2019-09-22 01:00:00,ds-modules,ENVECON-118,31983.0,102.0,4,0.0
EEP 118,2019-09-22 03:00:00,ds-modules,ENVECON-118,31983.0,102.0,2,0.0
EEP 118,2019-09-22 04:00:00,ds-modules,ENVECON-118,31983.0,102.0,11,0.0
EEP 118,2019-09-22 05:00:00,ds-modules,ENVECON-118,31983.0,102.0,6,0.0
EEP 118,2019-09-22 06:00:00,ds-modules,ENVECON-118,617.0,102.0,5,0.0
EEP 118,2019-09-22 08:00:00,ds-modules,ENVECON-118,31983.0,102.0,2,0.0
EEP 118,2019-09-22 14:00:00,ds-modules,ENVECON-118,617.0,102.0,1,0.0
EEP 118,2019-09-22 15:00:00,ds-modules,ENVECON-118,617.0,102.0,6,0.0
EEP 118,2019-09-22 16:00:00,ds-modules,ENVECON-118,617.0,102.0,2,0.0
EEP 118,2019-09-22 18:00:00,ds-modules,ENVECON-118,617.0,102.0,9,0.0
EEP 118,2019-09-22 19:00:00,ds-modules,ENVECON-118,617.0,102.0,9,240.0
EEP 118,2019-09-22 20:00:00,ds-modules,ENVECON-118,617.0,102.0,5,0.0
EEP 118,2019-09-22 21:00:00,ds-modules,ENVECON-118,617.0,102.0,14,0.0
EEP 118,2019-09-22 22:00:00,ds-modules,ENVECON-118,617.0,102.0,1,0.0
EEP 118,2019-09-22 23:00:00,ds-modules,ENVECON-118,617.0,102.0,4,0.0
EEP 118,2019-09-23 00:00:00,ds-modules,ENVECON-118,617.0,102.0,8,0.0
EEP 118,2019-09-23 01:00:00,ds-modules,ENVECON-118,31983.0,102.0,3,0.0
EEP 118,2019-09-23 02:00:00,ds-modules,ENVECON-118,617.0,102.0,10,0.0
EEP 118,2019-09-23 03:00:00,ds-modules,ENVECON-118,617.0,102.0,3,0.0
EEP 118,2019-09-23 04:00:00,ds-modules,ENVECON-118,617.0,102.0,10,0.0
EEP 118,2019-09-23 05:00:00,ds-modules,ENVECON-118,617.0,102.0,6,0.0
EEP 118,2019-09-23 06:00:00,ds-modules,ENVECON-118,617.0,102.0,5,0.0
EEP 118,2019-09-23 07:00:00,ds-modules,ENVECON-118,617.0,102.0,3,331.25
EEP 118,2019-09-23 08:00:00,ds-modules,ENVECON-118,617.0,102.0,3,0.0
EEP 118,2019-09-23 10:00:00,ds-modules,ENVECON-118,617.0,102.0,2,0.0
EEP 118,2019-09-23 11:00:00,ds-modules,ENVECON-118,617.0,102.0,1,0.0
EEP 118,2019-09-23 12:00:00,ds-modules,ENVECON-118,617.0,102.0,2,0.0
EEP 118,2019-09-23 15:00:00,ds-modules,ENVECON-118,617.0,102.0,1,0.0
EEP 118,2019-09-23 16:00:00,ds-modules,ENVECON-118,617.0,102.0,2,0.0
EEP 118,2019-09-23 17:00:00,ds-modules,ENVECON-118,26153.0,102.0,21,0.0
EEP 118,2019-09-23 18:00:00,ds-modules,ENVECON-118,26153.0,102.0,53,0.0
EEP 118,2019-09-23 19:00:00,ds-modules,ENVECON-118,31983.0,102.0,18,285.0
EEP 118,2019-09-23 20:00:00,ds-modules,ENVECON-118,617.0,102.0,58,0.0
EEP 118,2019-09-23 21:00:00,ds-modules,ENVECON-118,26153.0,102.0,9,0.0
EEP 118,2019-09-23 22:00:00,ds-modules,ENVECON-118,26153.0,102.0,14,0.0
EEP 118,2019-09-23 23:00:00,ds-modules,ENVECON-118,31983.0,102.0,1,0.0
EEP 118,2019-09-24 00:00:00,ds-modules,ENVECON-118,617.0,102.0,4,0.0
EEP 118,2019-09-24 01:00:00,ds-modules,ENVECON-118,980.0,102.0,2,0.0
EEP 118,2019-09-24 02:00:00,ds-modules,ENVECON-118,26153.0,102.0,17,0.0
EEP 118,2019-09-24 03:00:00,ds-modules,ENVECON-118,26153.0,102.0,22,0.0
EEP 118,2019-09-24 04:00:00,ds-modules,ENVECON-118,26153.0,102.0,5,0.0
EEP 118,2019-09-24 05:00:00,ds-modules,ENVECON-118,26153.0,102.0,4,0.0
EEP 118,2019-09-24 06:00:00,ds-modules,ENVECON-118,26153.0,102.0,12,0.0
EEP 118,2019-09-24 08:00:00,ds-modules,ENVECON-118,26153.0,102.0,2,0.0
EEP 118,2019-09-24 15:00:00,ds-modules,ENVECON-118,617.0,102.0,3,0.0
EEP 118,2019-09-24 16:00:00,ds-modules,ENVECON-118,26153.0,102.0,57,0.0
EEP 118,2019-09-24 17:00:00,ds-modules,ENVECON-118,617.0,102.0,6,0.0
EEP 118,2019-09-24 18:00:00,ds-modules,ENVECON-118,31983.0,102.0,3,0.0
EEP 118,2019-09-24 19:00:00,ds-modules,ENVECON-118,26153.0,102.0,8,387.5
EEP 118,2019-09-24 20:00:00,ds-modules,ENVECON-118,6839.0,102.0,14,0.0
EEP 118,2019-09-24 21:00:00,ds-modules,ENVECON-118,26153.0,102.0,11,0.0
EEP 118,2019-09-24 22:00:00,ds-modules,ENVECON-118,617.0,102.0,20,0.0
EEP 118,2019-09-24 23:00:00,ds-modules,ENVECON-118,26153.0,102.0,12,0.0
EEP 118,2019-09-25 00:00:00,ds-modules,ENVECON-118,617.0,102.0,16,0.0
EEP 118,2019-09-25 01:00:00,ds-modules,ENVECON-118,26153.0,102.0,7,0.0
EEP 118,2019-09-25 02:00:00,ds-modules,ENVECON-118,31983.0,102.0,6,0.0
EEP 118,2019-09-25 03:00:00,ds-modules,ENVECON-118,31983.0,102.0,12,0.0
EEP 118,2019-09-25 04:00:00,ds-modules,ENVECON-118,31983.0,102.0,13,0.0
EEP 118,2019-09-25 05:00:00,ds-modules,ENVECON-118,26153.0,102.0,8,0.0
EEP 118,2019-09-25 06:00:00,ds-modules,ENVECON-118,26153.0,102.0,8,0.0
EEP 118,2019-09-25 07:00:00,ds-modules,ENVECON-118,88000.0,102.0,1,465.0
EEP 118,2019-09-25 14:00:00,ds-modules,ENVECON-118,26153.0,102.0,2,0.0
EEP 118,2019-09-25 15:00:00,ds-modules,ENVECON-118,617.0,102.0,6,0.0
EEP 118,2019-09-25 16:00:00,ds-modules,ENVECON-118,31983.0,102.0,1,0.0
EEP 118,2019-09-25 17:00:00,ds-modules,ENVECON-118,26153.0,102.0,10,0.0
EEP 118,2019-09-25 18:00:00,ds-modules,ENVECON-118,26153.0,102.0,5,0.0
EEP 118,2019-09-25 19:00:00,ds-modules,ENVECON-118,26153.0,102.0,5,567.5
EEP 118,2019-09-25 20:00:00,ds-modules,ENVECON-118,26153.0,102.0,13,0.0
EEP 118,2019-09-25 21:00:00,ds-modules,ENVECON-118,617.0,102.0,6,0.0
EEP 118,2019-09-25 22:00:00,ds-modules,ENVECON-118,26153.0,102.0,4,0.0
EEP 118,2019-09-25 23:00:00,ds-modules,ENVECON-118,31983.0,102.0,2,0.0
EEP 118,2019-09-26 00:00:00,ds-modules,ENVECON-118,31983.0,102.0,11,0.0
EEP 118,2019-09-26 01:00:00,ds-modules,ENVECON-118,26153.0,102.0,7,0.0
EEP 118,2019-09-26 02:00:00,ds-modules,ENVECON-118,26153.0,102.0,14,0.0
EEP 118,2019-09-26 03:00:00,ds-modules,ENVECON-118,617.0,102.0,4,0.0
EEP 118,2019-09-26 04:00:00,ds-modules,ENVECON-118,31983.0,102.0,5,0.0
EEP 118,2019-09-26 05:00:00,ds-modules,ENVECON-118,26153.0,102.0,12,0.0
EEP 118,2019-09-26 06:00:00,ds-modules,ENVECON-118,26153.0,102.0,4,0.0
EEP 118,2019-09-26 07:00:00,ds-modules,ENVECON-118,31983.0,102.0,1,545.0
EEP 118,2019-09-26 08:00:00,ds-modules,ENVECON-118,617.0,102.0,1,0.0
EEP 118,2019-09-26 10:00:00,ds-modules,ENVECON-118,31983.0,102.0,3,0.0
EEP 118,2019-09-26 11:00:00,ds-modules,ENVECON-118,31983.0,102.0,1,0.0
EEP 118,2019-09-26 15:00:00,ds-modules,ENVECON-118,617.0,102.0,1,0.0
EEP 118,2019-09-26 16:00:00,ds-modules,ENVECON-118,26153.0,102.0,36,0.0
EEP 118,2019-09-26 17:00:00,ds-modules,ENVECON-118,31983.0,102.0,37,0.0
EEP 118,2019-09-26 18:00:00,ds-modules,ENVECON-118,617.0,102.0,24,0.0
EEP 118,2019-09-26 19:00:00,ds-modules,ENVECON-118,26153.0,102.0,22,366.25
EEP 118,2019-09-26 20:00:00,ds-modules,ENVECON-118,26153.0,102.0,27,0.0
EEP 118,2019-09-26 21:00:00,ds-modules,ENVECON-118,26153.0,102.0,17,0.0
EEP 118,2019-09-26 22:00:00,ds-modules,ENVECON-118,31983.0,102.0,16,0.0
EEP 118,2019-09-26 23:00:00,ds-modules,ENVECON-118,26153.0,102.0,12,0.0
EEP 118,2019-09-27 00:00:00,ds-modules,ENVECON-118,26153.0,102.0,12,0.0
EEP 118,2019-09-27 01:00:00,ds-modules,ENVECON-118,31983.0,102.0,8,0.0
EEP 118,2019-09-27 02:00:00,ds-modules,ENVECON-118,617.0,102.0,10,0.0
EEP 118,2019-09-27 03:00:00,ds-modules,ENVECON-118,26153.0,102.0,37,0.0
EEP 118,2019-09-27 04:00:00,ds-modules,ENVECON-118,617.0,102.0,8,0.0
EEP 118,2019-09-27 05:00:00,ds-modules,ENVECON-118,617.0,102.0,20,0.0
EEP 118,2019-09-27 06:00:00,ds-modules,ENVECON-118,31983.0,102.0,20,0.0
EEP 118,2019-09-27 07:00:00,ds-modules,ENVECON-118,31983.0,102.0,3,546.25
EEP 118,2019-09-27 08:00:00,ds-modules,ENVECON-118,31983.0,102.0,2,0.0
EEP 118,2019-09-27 09:00:00,ds-modules,ENVECON-118,31983.0,102.0,2,0.0
EEP 118,2019-09-27 14:00:00,ds-modules,ENVECON-118,617.0,102.0,5,0.0
EEP 118,2019-09-27 15:00:00,ds-modules,ENVECON-118,617.0,102.0,15,0.0
EEP 118,2019-09-27 16:00:00,ds-modules,ENVECON-118,617.0,102.0,13,0.0
EEP 118,2019-09-27 17:00:00,ds-modules,ENVECON-118,26153.0,102.0,14,0.0
EEP 118,2019-09-27 18:00:00,ds-modules,ENVECON-118,26153.0,102.0,17,0.0
EEP 118,2019-09-27 19:00:00,ds-modules,ENVECON-118,26153.0,102.0,12,587.5
EEP 118,2019-09-27 20:00:00,ds-modules,ENVECON-118,26153.0,102.0,17,0.0
EEP 118,2019-09-27 21:00:00,ds-modules,ENVECON-118,26153.0,102.0,19,0.0
EEP 118,2019-09-27 22:00:00,ds-modules,ENVECON-118,26153.0,102.0,7,0.0
EEP 118,2019-09-27 23:00:00,ds-modules,ENVECON-118,26153.0,102.0,10,0.0
EEP 118,2019-09-28 00:00:00,ds-modules,ENVECON-118,26153.0,102.0,4,0.0
EEP 118,2019-09-28 01:00:00,ds-modules,ENVECON-118,26153.0,102.0,13,0.0
EEP 118,2019-09-28 02:00:00,ds-modules,ENVECON-118,26153.0,102.0,20,0.0
EEP 118,2019-09-28 03:00:00,ds-modules,ENVECON-118,26153.0,102.0,12,0.0
EEP 118,2019-09-28 04:00:00,ds-modules,ENVECON-118,26153.0,102.0,10,0.0
EEP 118,2019-09-28 05:00:00,ds-modules,ENVECON-118,26153.0,102.0,5,0.0
EEP 118,2019-09-28 06:00:00,ds-modules,ENVECON-118,26153.0,102.0,9,0.0
EEP 118,2019-09-28 07:00:00,ds-modules,ENVECON-118,26153.0,102.0,2,416.25
EEP 118,2019-09-28 15:00:00,ds-modules,ENVECON-118,26153.0,102.0,3,0.0
EEP 118,2019-09-28 16:00:00,ds-modules,ENVECON-118,26153.0,102.0,10,0.0
