class,timestamp,org,repo,size_KB,size,pull_count,errors
ENVECON/IAS C118,2019-10-08 13:00:00,ds-modules,ENVECON-118,980.0,102.0,2,0.0
ENVECON/IAS C118,2019-10-08 15:00:00,ds-modules,ENVECON-118,26153.0,102.0,11,0.0
ENVECON/IAS C118,2019-10-08 16:00:00,ds-modules,ENVECON-118,980.0,102.0,62,0.0
ENVECON/IAS C118,2019-10-08 17:00:00,ds-modules,ENVECON-118,31983.0,102.0,18,0.0
ENVECON/IAS C118,2019-10-08 18:00:00,ds-modules,ENVECON-118,31983.0,102.0,52,0.0
ENVECON/IAS C118,2019-10-08 19:00:00,ds-modules,ENVECON-118,980.0,102.0,59,302.5
ENVECON/IAS C118,2019-10-08 20:00:00,ds-modules,ENVECON-118,1411.0,102.0,11,0.0
ENVECON/IAS C118,2019-10-08 21:00:00,ds-modules,ENVECON-118,980.0,102.0,13,0.0
ENVECON/IAS C118,2019-10-08 22:00:00,ds-modules,ENVECON-118,31983.0,102.0,24,0.0
ENVECON/IAS C118,2019-10-08 23:00:00,ds-modules,ENVECON-118,31983.0,102.0,35,0.0
ENVECON/IAS C118,2019-10-09 00:00:00,ds-modules,ENVECON-118,980.0,102.0,15,0.0
ENVECON/IAS C118,2019-10-09 01:00:00,ds-modules,ENVECON-118,617.0,102.0,9,0.0
ENVECON/IAS C118,2019-10-09 02:00:00,ds-modules,ENVECON-118,31983.0,102.0,6,0.0
ENVECON/IAS C118,2019-10-09 03:00:00,ds-modules,ENVECON-118,31983.0,102.0,16,0.0
ENVECON/IAS C118,2019-10-09 04:00:00,ds-modules,ENVECON-118,31983.0,102.0,27,0.0
ENVECON/IAS C118,2019-10-09 05:00:00,ds-modules,ENVECON-118,1411.0,102.0,10,0.0
ENVECON/IAS C118,2019-10-09 06:00:00,ds-modules,ENVECON-118,31983.0,102.0,14,0.0
ENVECON/IAS C118,2019-10-09 07:00:00,ds-modules,ENVECON-118,31983.0,102.0,15,643.75
ENVECON/IAS C118,2019-10-09 09:00:00,ds-modules,ENVECON-118,1411.0,102.0,4,0.0
ENVECON/IAS C118,2019-10-09 10:00:00,ds-modules,ENVECON-118,980.0,102.0,2,0.0
ENVECON/IAS C118,2019-10-09 11:00:00,ds-modules,ENVECON-118,1411.0,102.0,2,0.0
ENVECON/IAS C118,2019-10-09 15:00:00,ds-modules,ENVECON-118,185.0,102.0,7,0.0
ENVECON/IAS C118,2019-10-09 16:00:00,ds-modules,ENVECON-118,1411.0,102.0,7,0.0
ENVECON/IAS C118,2019-10-09 17:00:00,ds-modules,ENVECON-118,31983.0,102.0,4,0.0
ENVECON/IAS C118,2019-10-09 18:00:00,ds-modules,ENVECON-118,31983.0,102.0,16,0.0
ENVECON/IAS C118,2019-10-09 19:00:00,ds-modules,ENVECON-118,1411.0,102.0,2,488.75
ENVECON/IAS C118,2019-10-09 20:00:00,ds-modules,ENVECON-118,31983.0,102.0,9,0.0
ENVECON/IAS C118,2019-10-09 21:00:00,ds-modules,ENVECON-118,980.0,102.0,19,0.0
ENVECON/IAS C118,2019-10-09 22:00:00,ds-modules,ENVECON-118,31983.0,102.0,21,0.0
ENVECON/IAS C118,2019-10-09 23:00:00,ds-modules,ENVECON-118,31983.0,102.0,21,0.0
ENVECON/IAS C118,2019-10-10 00:00:00,ds-modules,ENVECON-118,31983.0,102.0,13,0.0
ENVECON/IAS C118,2019-10-10 01:00:00,ds-modules,ENVECON-118,185.0,102.0,8,0.0
ENVECON/IAS C118,2019-10-10 02:00:00,ds-modules,ENVECON-118,617.0,102.0,11,0.0
ENVECON/IAS C118,2019-10-10 03:00:00,ds-modules,ENVECON-118,31983.0,102.0,13,0.0
ENVECON/IAS C118,2019-10-10 04:00:00,ds-modules,ENVECON-118,617.0,102.0,14,0.0
ENVECON/IAS C118,2019-10-10 05:00:00,ds-modules,ENVECON-118,31983.0,102.0,7,0.0
ENVECON/IAS C118,2019-10-10 06:00:00,ds-modules,ENVECON-118,980.0,102.0,4,0.0
ENVECON/IAS C118,2019-10-10 07:00:00,ds-modules,ENVECON-118,31983.0,102.0,1,353.75
ENVECON/IAS C118,2019-10-10 14:00:00,ds-modules,ENVECON-118,980.0,102.0,1,0.0
ENVECON/IAS C118,2019-10-10 15:00:00,ds-modules,ENVECON-118,617.0,102.0,4,0.0
ENVECON/IAS C118,2019-10-10 17:00:00,ds-modules,ENVECON-118,26153.0,102.0,3,0.0
ENVECON/IAS C118,2019-10-10 18:00:00,ds-modules,ENVECON-118,617.0,102.0,18,0.0
ENVECON/IAS C118,2019-10-10 19:00:00,ds-modules,ENVECON-118,31983.0,102.0,12,261.25
ENVECON/IAS C118,2019-10-10 20:00:00,ds-modules,ENVECON-118,31983.0,102.0,4,0.0
ENVECON/IAS C118,2019-10-10 21:00:00,ds-modules,ENVECON-118,617.0,102.0,8,0.0
ENVECON/IAS C118,2019-10-10 22:00:00,ds-modules,ENVECON-118,31983.0,102.0,12,0.0
ENVECON/IAS C118,2019-10-10 23:00:00,ds-modules,ENVECON-118,617.0,102.0,7,0.0
ENVECON/IAS C118,2019-10-11 00:00:00,ds-modules,ENVECON-118,26153.0,102.0,5,0.0
ENVECON/IAS C118,2019-10-11 01:00:00,ds-modules,ENVECON-118,617.0,102.0,3,0.0
ENVECON/IAS C118,2019-10-11 02:00:00,ds-modules,ENVECON-118,185.0,102.0,2,0.0
ENVECON/IAS C118,2019-10-11 03:00:00,ds-modules,ENVECON-118,185.0,102.0,6,0.0
ENVECON/IAS C118,2019-10-11 04:00:00,ds-modules,ENVECON-118,617.0,102.0,5,0.0
ENVECON/IAS C118,2019-10-11 05:00:00,ds-modules,ENVECON-118,31983.0,102.0,5,0.0
ENVECON/IAS C118,2019-10-11 06:00:00,ds-modules,ENVECON-118,31983.0,102.0,1,0.0
ENVECON/IAS C118,2019-10-11 08:00:00,ds-modules,ENVECON-118,31983.0,102.0,2,0.0
ENVECON/IAS C118,2019-10-11 09:00:00,ds-modules,ENVECON-118,185.0,102.0,2,0.0
ENVECON/IAS C118,2019-10-11 13:00:00,ds-modules,ENVECON-118,185.0,102.0,2,0.0
ENVECON/IAS C118,2019-10-11 14:00:00,ds-modules,ENVECON-118,617.0,102.0,1,0.0
ENVECON/IAS C118,2019-10-11 15:00:00,ds-modules,ENVECON-118,617.0,102.0,3,0.0
ENVECON/IAS C118,2019-10-11 16:00:00,ds-modules,ENVECON-118,617.0,102.0,4,0.0
ENVECON/IAS C118,2019-10-11 17:00:00,ds-modules,ENVECON-118,26153.0,102.0,11,0.0
ENVECON/IAS C118,2019-10-11 18:00:00,ds-modules,ENVECON-118,31983.0,102.0,12,0.0
ENVECON/IAS C118,2019-10-11 19:00:00,ds-modules,ENVECON-118,26153.0,102.0,6,460.0
ENVECON/IAS C118,2019-10-11 20:00:00,ds-modules,ENVECON-118,31983.0,102.0,9,0.0
ENVECON/IAS C118,2019-10-11 21:00:00,ds-modules,ENVECON-118,31983.0,102.0,7,0.0
ENVECON/IAS C118,2019-10-11 22:00:00,ds-modules,ENVECON-118,31983.0,102.0,4,0.0
ENVECON/IAS C118,2019-10-11 23:00:00,ds-modules,ENVECON-118,26153.0,102.0,7,0.0
ENVECON/IAS C118,2019-10-12 00:00:00,ds-modules,ENVECON-118,617.0,102.0,4,0.0
ENVECON/IAS C118,2019-10-12 01:00:00,ds-modules,ENVECON-118,31983.0,102.0,4,0.0
ENVECON/IAS C118,2019-10-12 02:00:00,ds-modules,ENVECON-118,617.0,102.0,3,0.0
ENVECON/IAS C118,2019-10-12 03:00:00,ds-modules,ENVECON-118,31983.0,102.0,2,0.0
ENVECON/IAS C118,2019-10-12 04:00:00,ds-modules,ENVECON-118,617.0,102.0,3,0.0
ENVECON/IAS C118,2019-10-12 05:00:00,ds-modules,ENVECON-118,26153.0,102.0,9,0.0
ENVECON/IAS C118,2019-10-12 06:00:00,ds-modules,ENVECON-118,617.0,102.0,4,0.0
ENVECON/IAS C118,2019-10-12 07:00:00,ds-modules,ENVECON-118,617.0,102.0,6,435.0
ENVECON/IAS C118,2019-10-12 08:00:00,ds-modules,ENVECON-118,31983.0,102.0,3,0.0
ENVECON/IAS C118,2019-10-12 09:00:00,ds-modules,ENVECON-118,31983.0,102.0,3,0.0
ENVECON/IAS C118,2019-10-12 14:00:00,ds-modules,ENVECON-118,617.0,102.0,1,0.0
ENVECON/IAS C118,2019-10-12 16:00:00,ds-modules,ENVECON-118,26153.0,102.0,2,0.0
ENVECON/IAS C118,2019-10-12 17:00:00,ds-modules,ENVECON-118,617.0,102.0,4,0.0
ENVECON/IAS C118,2019-10-12 18:00:00,ds-modules,ENVECON-118,617.0,102.0,3,0.0
ENVECON/IAS C118,2019-10-12 19:00:00,ds-modules,ENVECON-118,617.0,102.0,1,144.99999999999997
ENVECON/IAS C118,2019-10-12 20:00:00,ds-modules,ENVECON-118,617.0,102.0,6,0.0
ENVECON/IAS C118,2019-10-12 21:00:00,ds-modules,ENVECON-118,31983.0,102.0,16,0.0
ENVECON/IAS C118,2019-10-12 22:00:00,ds-modules,ENVECON-118,31983.0,102.0,3,0.0
ENVECON/IAS C118,2019-10-12 23:00:00,ds-modules,ENVECON-118,31983.0,102.0,3,0.0
ENVECON/IAS C118,2019-10-13 00:00:00,ds-modules,ENVECON-118,617.0,102.0,9,0.0
ENVECON/IAS C118,2019-10-13 01:00:00,ds-modules,ENVECON-118,617.0,102.0,4,0.0
ENVECON/IAS C118,2019-10-13 02:00:00,ds-modules,ENVECON-118,26153.0,102.0,7,0.0
ENVECON/IAS C118,2019-10-13 03:00:00,ds-modules,ENVECON-118,617.0,102.0,6,0.0
ENVECON/IAS C118,2019-10-13 04:00:00,ds-modules,ENVECON-118,31983.0,102.0,4,0.0
ENVECON/IAS C118,2019-10-13 05:00:00,ds-modules,ENVECON-118,31983.0,102.0,2,0.0
ENVECON/IAS C118,2019-10-13 06:00:00,ds-modules,ENVECON-118,31983.0,102.0,2,0.0
ENVECON/IAS C118,2019-10-13 07:00:00,ds-modules,ENVECON-118,31983.0,102.0,3,161.24999999999997
ENVECON/IAS C118,2019-10-13 10:00:00,ds-modules,ENVECON-118,617.0,102.0,3,0.0
ENVECON/IAS C118,2019-10-13 15:00:00,ds-modules,ENVECON-118,617.0,102.0,4,0.0
ENVECON/IAS C118,2019-10-13 16:00:00,ds-modules,ENVECON-118,617.0,102.0,3,0.0
ENVECON/IAS C118,2019-10-13 17:00:00,ds-modules,ENVECON-118,617.0,102.0,12,0.0
ENVECON/IAS C118,2019-10-13 18:00:00,ds-modules,ENVECON-118,617.0,102.0,7,0.0
ENVECON/IAS C118,2019-10-13 19:00:00,ds-modules,ENVECON-118,617.0,102.0,5,277.49999999999994
ENVECON/IAS C118,2019-10-13 20:00:00,ds-modules,ENVECON-118,617.0,102.0,3,0.0
ENVECON/IAS C118,2019-10-13 21:00:00,ds-modules,ENVECON-118,31983.0,102.0,11,0.0
ENVECON/IAS C118,2019-10-13 22:00:00,ds-modules,ENVECON-118,31983.0,102.0,15,0.0
ENVECON/IAS C118,2019-10-13 23:00:00,ds-modules,ENVECON-118,617.0,102.0,11,0.0
ENVECON/IAS C118,2019-10-14 00:00:00,ds-modules,ENVECON-118,26153.0,102.0,9,0.0
ENVECON/IAS C118,2019-10-14 01:00:00,ds-modules,ENVECON-118,617.0,102.0,7,0.0
ENVECON/IAS C118,2019-10-14 02:00:00,ds-modules,ENVECON-118,1411.0,102.0,15,0.0
ENVECON/IAS C118,2019-10-14 03:00:00,ds-modules,ENVECON-118,185.0,102.0,26,0.0
ENVECON/IAS C118,2019-10-14 04:00:00,ds-modules,ENVECON-118,31983.0,102.0,22,0.0
ENVECON/IAS C118,2019-10-14 05:00:00,ds-modules,ENVECON-118,617.0,102.0,10,0.0
ENVECON/IAS C118,2019-10-14 06:00:00,ds-modules,ENVECON-118,617.0,102.0,4,0.0
ENVECON/IAS C118,2019-10-14 07:00:00,ds-modules,ENVECON-118,1411.0,102.0,3,397.5
ENVECON/IAS C118,2019-10-14 08:00:00,ds-modules,ENVECON-118,980.0,102.0,2,0.0
ENVECON/IAS C118,2019-10-14 09:00:00,ds-modules,ENVECON-118,88000.0,102.0,2,0.0
ENVECON/IAS C118,2019-10-14 11:00:00,ds-modules,ENVECON-118,617.0,102.0,1,0.0
ENVECON/IAS C118,2019-10-14 14:00:00,ds-modules,ENVECON-118,617.0,102.0,1,0.0
ENVECON/IAS C118,2019-10-14 15:00:00,ds-modules,ENVECON-118,617.0,102.0,4,0.0
ENVECON/IAS C118,2019-10-14 16:00:00,ds-modules,ENVECON-118,185.0,102.0,16,0.0
ENVECON/IAS C118,2019-10-14 17:00:00,ds-modules,ENVECON-118,617.0,102.0,39,0.0
ENVECON/IAS C118,2019-10-14 18:00:00,ds-modules,ENVECON-118,617.0,102.0,10,0.0
ENVECON/IAS C118,2019-10-14 19:00:00,ds-modules,ENVECON-118,26153.0,102.0,53,172.49999999999997
ENVECON/IAS C118,2019-10-14 20:00:00,ds-modules,ENVECON-118,617.0,102.0,13,0.0
ENVECON/IAS C118,2019-10-14 21:00:00,ds-modules,ENVECON-118,617.0,102.0,19,0.0
ENVECON/IAS C118,2019-10-14 22:00:00,ds-modules,ENVECON-118,31983.0,102.0,13,0.0
ENVECON/IAS C118,2019-10-14 23:00:00,ds-modules,ENVECON-118,980.0,102.0,5,0.0
ENVECON/IAS C118,2019-10-15 00:00:00,ds-modules,ENVECON-118,26153.0,102.0,4,0.0
ENVECON/IAS C118,2019-10-15 01:00:00,ds-modules,ENVECON-118,980.0,102.0,5,0.0
ENVECON/IAS C118,2019-10-15 02:00:00,ds-modules,ENVECON-118,617.0,102.0,3,0.0
ENVECON/IAS C118,2019-10-15 03:00:00,ds-modules,ENVECON-118,31983.0,102.0,10,0.0
ENVECON/IAS C118,2019-10-15 04:00:00,ds-modules,ENVECON-118,617.0,102.0,6,0.0
ENVECON/IAS C118,2019-10-15 05:00:00,ds-modules,ENVECON-118,1411.0,102.0,4,0.0
ENVECON/IAS C118,2019-10-15 06:00:00,ds-modules,ENVECON-118,31983.0,102.0,3,0.0
ENVECON/IAS C118,2019-10-15 07:00:00,ds-modules,ENVECON-118,1411.0,102.0,4,216.25
ENVECON/IAS C118,2019-10-15 10:00:00,ds-modules,ENVECON-118,26153.0,102.0,2,0.0
ENVECON/IAS C118,2019-10-15 15:00:00,ds-modules,ENVECON-118,1411.0,102.0,1,0.0
ENVECON/IAS C118,2019-10-15 16:00:00,ds-modules,ENVECON-118,980.0,102.0,2,0.0
ENVECON/IAS C118,2019-10-15 17:00:00,ds-modules,ENVECON-118,31983.0,102.0,11,0.0
ENVECON/IAS C118,2019-10-15 18:00:00,ds-modules,ENVECON-118,617.0,102.0,9,0.0
ENVECON/IAS C118,2019-10-15 19:00:00,ds-modules,ENVECON-118,1411.0,102.0,6,327.49999999999994
ENVECON/IAS C118,2019-10-15 21:00:00,ds-modules,ENVECON-118,31983.0,102.0,3,0.0
ENVECON/IAS C118,2019-10-15 22:00:00,ds-modules,ENVECON-118,31983.0,102.0,5,0.0
ENVECON/IAS C118,2019-10-15 23:00:00,ds-modules,ENVECON-118,31983.0,102.0,8,0.0
ENVECON/IAS C118,2019-10-16 00:00:00,ds-modules,ENVECON-118,1411.0,102.0,3,0.0
ENVECON/IAS C118,2019-10-16 01:00:00,ds-modules,ENVECON-118,31983.0,102.0,9,0.0
ENVECON/IAS C118,2019-10-16 02:00:00,ds-modules,ENVECON-118,1411.0,102.0,8,0.0
ENVECON/IAS C118,2019-10-16 03:00:00,ds-modules,ENVECON-118,1411.0,102.0,10,0.0
ENVECON/IAS C118,2019-10-16 04:00:00,ds-modules,ENVECON-118,31983.0,102.0,15,0.0
ENVECON/IAS C118,2019-10-16 05:00:00,ds-modules,ENVECON-118,1411.0,102.0,7,0.0
ENVECON/IAS C118,2019-10-16 06:00:00,ds-modules,ENVECON-118,88000.0,102.0,5,0.0
ENVECON/IAS C118,2019-10-16 07:00:00,ds-modules,ENVECON-118,1411.0,102.0,1,490.0
ENVECON/IAS C118,2019-10-16 08:00:00,ds-modules,ENVECON-118,31983.0,102.0,1,0.0
ENVECON/IAS C118,2019-10-16 14:00:00,ds-modules,ENVECON-118,88000.0,102.0,2,0.0
ENVECON/IAS C118,2019-10-16 15:00:00,ds-modules,ENVECON-118,1411.0,102.0,9,0.0
ENVECON/IAS C118,2019-10-16 16:00:00,ds-modules,ENVECON-118,1411.0,102.0,8,0.0
ENVECON/IAS C118,2019-10-16 17:00:00,ds-modules,ENVECON-118,1411.0,102.0,8,0.0
ENVECON/IAS C118,2019-10-16 18:00:00,ds-modules,ENVECON-118,980.0,102.0,6,0.0
ENVECON/IAS C118,2019-10-16 19:00:00,ds-modules,ENVECON-118,1411.0,102.0,10,338.75
ENVECON/IAS C118,2019-10-16 20:00:00,ds-modules,ENVECON-118,980.0,102.0,12,0.0
ENVECON/IAS C118,2019-10-16 21:00:00,ds-modules,ENVECON-118,980.0,102.0,4,0.0
ENVECON/IAS C118,2019-10-16 22:00:00,ds-modules,ENVECON-118,1411.0,102.0,7,0.0
ENVECON/IAS C118,2019-10-16 23:00:00,ds-modules,ENVECON-118,1411.0,102.0,21,0.0
ENVECON/IAS C118,2019-10-17 00:00:00,ds-modules,ENVECON-118,1411.0,102.0,3,0.0
ENVECON/IAS C118,2019-10-17 01:00:00,ds-modules,ENVECON-118,31983.0,102.0,2,0.0
ENVECON/IAS C118,2019-10-17 02:00:00,ds-modules,ENVECON-118,617.0,102.0,5,0.0
ENVECON/IAS C118,2019-10-17 03:00:00,ds-modules,ENVECON-118,1411.0,102.0,3,0.0
ENVECON/IAS C118,2019-10-17 05:00:00,ds-modules,ENVECON-118,1411.0,102.0,3,0.0
ENVECON/IAS C118,2019-10-17 06:00:00,ds-modules,ENVECON-118,31983.0,102.0,1,0.0
ENVECON/IAS C118,2019-10-17 08:00:00,ds-modules,ENVECON-118,185.0,102.0,1,0.0
ENVECON/IAS C118,2019-10-17 17:00:00,ds-modules,ENVECON-118,26153.0,102.0,12,0.0
ENVECON/IAS C118,2019-10-17 18:00:00,ds-modules,ENVECON-118,26153.0,102.0,27,0.0
ENVECON/IAS C118,2019-10-17 19:00:00,ds-modules,ENVECON-118,26153.0,102.0,14,635.0
ENVECON/IAS C118,2019-10-17 20:00:00,ds-modules,ENVECON-118,26153.0,102.0,18,0.0
ENVECON/IAS C118,2019-10-17 21:00:00,ds-modules,ENVECON-118,185.0,102.0,18,0.0
ENVECON/IAS C118,2019-10-17 22:00:00,ds-modules,ENVECON-118,1411.0,102.0,7,0.0
ENVECON/IAS C118,2019-10-17 23:00:00,ds-modules,ENVECON-118,31983.0,102.0,8,0.0
ENVECON/IAS C118,2019-10-18 00:00:00,ds-modules,ENVECON-118,185.0,102.0,6,0.0
ENVECON/IAS C118,2019-10-18 01:00:00,ds-modules,ENVECON-118,185.0,102.0,4,0.0
ENVECON/IAS C118,2019-10-18 02:00:00,ds-modules,ENVECON-118,31983.0,102.0,4,0.0
ENVECON/IAS C118,2019-10-18 03:00:00,ds-modules,ENVECON-118,26153.0,102.0,6,0.0
ENVECON/IAS C118,2019-10-18 04:00:00,ds-modules,ENVECON-118,26153.0,102.0,7,0.0
ENVECON/IAS C118,2019-10-18 05:00:00,ds-modules,ENVECON-118,31983.0,102.0,4,0.0
ENVECON/IAS C118,2019-10-18 06:00:00,ds-modules,ENVECON-118,31983.0,102.0,2,0.0
ENVECON/IAS C118,2019-10-18 07:00:00,ds-modules,ENVECON-118,31983.0,102.0,2,78.75
ENVECON/IAS C118,2019-10-18 08:00:00,ds-modules,ENVECON-118,31983.0,102.0,1,0.0
ENVECON/IAS C118,2019-10-18 15:00:00,ds-modules,ENVECON-118,26153.0,102.0,4,0.0
ENVECON/IAS C118,2019-10-18 17:00:00,ds-modules,ENVECON-118,31983.0,102.0,14,0.0
ENVECON/IAS C118,2019-10-18 18:00:00,ds-modules,ENVECON-118,185.0,102.0,6,0.0
ENVECON/IAS C118,2019-10-18 19:00:00,ds-modules,ENVECON-118,26153.0,102.0,2,466.25
ENVECON/IAS C118,2019-10-18 20:00:00,ds-modules,ENVECON-118,26153.0,102.0,6,0.0
ENVECON/IAS C118,2019-10-18 21:00:00,ds-modules,ENVECON-118,617.0,102.0,10,0.0
ENVECON/IAS C118,2019-10-18 22:00:00,ds-modules,ENVECON-118,31983.0,102.0,10,0.0
ENVECON/IAS C118,2019-10-18 23:00:00,ds-modules,ENVECON-118,1411.0,102.0,4,0.0
ENVECON/IAS C118,2019-10-19 01:00:00,ds-modules,ENVECON-118,31983.0,102.0,1,0.0
ENVECON/IAS C118,2019-10-19 02:00:00,ds-modules,ENVECON-118,1411.0,102.0,2,0.0
ENVECON/IAS C118,2019-10-19 03:00:00,ds-modules,ENVECON-118,31983.0,102.0,2,0.0
ENVECON/IAS C118,2019-10-19 05:00:00,ds-modules,ENVECON-118,88000.0,102.0,1,0.0
ENVECON/IAS C118,2019-10-19 06:00:00,ds-modules,ENVECON-118,617.0,102.0,1,0.0
ENVECON/IAS C118,2019-10-19 16:00:00,ds-modules,ENVECON-118,1411.0,102.0,1,0.0
ENVECON/IAS C118,2019-10-19 17:00:00,ds-modules,ENVECON-118,31983.0,102.0,2,0.0
ENVECON/IAS C118,2019-10-19 18:00:00,ds-modules,ENVECON-118,1411.0,102.0,3,0.0
ENVECON/IAS C118,2019-10-19 19:00:00,ds-modules,ENVECON-118,617.0,102.0,1,83.74965104312066
ENVECON/IAS C118,2019-10-19 20:00:00,ds-modules,ENVECON-118,26153.0,102.0,7,0.0
ENVECON/IAS C118,2019-10-19 21:00:00,ds-modules,ENVECON-118,31983.0,102.0,8,0.0
ENVECON/IAS C118,2019-10-19 22:00:00,ds-modules,ENVECON-118,26153.0,102.0,13,0.0
ENVECON/IAS C118,2019-10-19 23:00:00,ds-modules,ENVECON-118,31983.0,102.0,3,0.0
ENVECON/IAS C118,2019-10-20 00:00:00,ds-modules,ENVECON-118,31983.0,102.0,2,0.0
ENVECON/IAS C118,2019-10-20 01:00:00,ds-modules,ENVECON-118,31983.0,102.0,9,0.0
ENVECON/IAS C118,2019-10-20 02:00:00,ds-modules,ENVECON-118,26153.0,102.0,6,0.0
ENVECON/IAS C118,2019-10-20 03:00:00,ds-modules,ENVECON-118,26153.0,102.0,11,0.0
ENVECON/IAS C118,2019-10-20 04:00:00,ds-modules,ENVECON-118,31983.0,102.0,13,0.0
ENVECON/IAS C118,2019-10-20 05:00:00,ds-modules,ENVECON-118,26153.0,102.0,10,0.0
ENVECON/IAS C118,2019-10-20 06:00:00,ds-modules,ENVECON-118,31983.0,102.0,4,0.0
ENVECON/IAS C118,2019-10-20 07:00:00,ds-modules,ENVECON-118,26153.0,102.0,2,50.0
ENVECON/IAS C118,2019-10-20 09:00:00,ds-modules,ENVECON-118,31983.0,102.0,1,0.0
ENVECON/IAS C118,2019-10-20 16:00:00,ds-modules,ENVECON-118,26153.0,102.0,3,0.0
ENVECON/IAS C118,2019-10-20 17:00:00,ds-modules,ENVECON-118,617.0,102.0,11,0.0
ENVECON/IAS C118,2019-10-20 18:00:00,ds-modules,ENVECON-118,617.0,102.0,6,0.0
ENVECON/IAS C118,2019-10-20 19:00:00,ds-modules,ENVECON-118,617.0,102.0,3,281.25
ENVECON/IAS C118,2019-10-20 20:00:00,ds-modules,ENVECON-118,26153.0,102.0,14,0.0
ENVECON/IAS C118,2019-10-20 21:00:00,ds-modules,ENVECON-118,617.0,102.0,16,0.0
ENVECON/IAS C118,2019-10-20 22:00:00,ds-modules,ENVECON-118,617.0,102.0,10,0.0
ENVECON/IAS C118,2019-10-20 23:00:00,ds-modules,ENVECON-118,26153.0,102.0,14,0.0
ENVECON/IAS C118,2019-10-21 00:00:00,ds-modules,ENVECON-118,1411.0,102.0,7,0.0
ENVECON/IAS C118,2019-10-21 01:00:00,ds-modules,ENVECON-118,980.0,102.0,22,0.0
ENVECON/IAS C118,2019-10-21 02:00:00,ds-modules,ENVECON-118,26153.0,102.0,9,0.0
ENVECON/IAS C118,2019-10-21 03:00:00,ds-modules,ENVECON-118,1411.0,102.0,11,0.0
ENVECON/IAS C118,2019-10-21 04:00:00,ds-modules,ENVECON-118,617.0,102.0,7,0.0
ENVECON/IAS C118,2019-10-21 05:00:00,ds-modules,ENVECON-118,617.0,102.0,1,0.0
ENVECON/IAS C118,2019-10-21 06:00:00,ds-modules,ENVECON-118,31983.0,102.0,2,0.0
ENVECON/IAS C118,2019-10-21 07:00:00,ds-modules,ENVECON-118,26153.0,102.0,5,135.00056250234377
ENVECON/IAS C118,2019-10-21 15:00:00,ds-modules,ENVECON-118,617.0,102.0,10,0.0
ENVECON/IAS C118,2019-10-21 16:00:00,ds-modules,ENVECON-118,617.0,102.0,61,0.0
ENVECON/IAS C118,2019-10-21 17:00:00,ds-modules,ENVECON-118,617.0,102.0,24,0.0
ENVECON/IAS C118,2019-10-21 18:00:00,ds-modules,ENVECON-118,617.0,102.0,37,0.0
ENVECON/IAS C118,2019-10-21 19:00:00,ds-modules,ENVECON-118,617.0,102.0,16,182.5007604198351
ENVECON/IAS C118,2019-10-21 20:00:00,ds-modules,ENVECON-118,617.0,102.0,21,0.0
ENVECON/IAS C118,2019-10-21 21:00:00,ds-modules,ENVECON-118,617.0,102.0,20,0.0
ENVECON/IAS C118,2019-10-21 22:00:00,ds-modules,ENVECON-118,31983.0,102.0,24,0.0
ENVECON/IAS C118,2019-10-21 23:00:00,ds-modules,ENVECON-118,1411.0,102.0,12,0.0
ENVECON/IAS C118,2019-10-22 00:00:00,ds-modules,ENVECON-118,617.0,102.0,13,0.0
ENVECON/IAS C118,2019-10-22 01:00:00,ds-modules,ENVECON-118,617.0,102.0,16,0.0
ENVECON/IAS C118,2019-10-22 02:00:00,ds-modules,ENVECON-118,617.0,102.0,13,0.0
ENVECON/IAS C118,2019-10-22 03:00:00,ds-modules,ENVECON-118,1411.0,102.0,12,0.0
ENVECON/IAS C118,2019-10-22 04:00:00,ds-modules,ENVECON-118,1411.0,102.0,13,0.0
ENVECON/IAS C118,2019-10-22 05:00:00,ds-modules,ENVECON-118,26153.0,102.0,14,0.0
ENVECON/IAS C118,2019-10-22 06:00:00,ds-modules,ENVECON-118,1411.0,102.0,16,0.0
ENVECON/IAS C118,2019-10-22 07:00:00,ds-modules,ENVECON-118,1411.0,102.0,6,270.0
ENVECON/IAS C118,2019-10-22 08:00:00,ds-modules,ENVECON-118,617.0,102.0,1,0.0
ENVECON/IAS C118,2019-10-22 14:00:00,ds-modules,ENVECON-118,617.0,102.0,3,0.0
ENVECON/IAS C118,2019-10-22 15:00:00,ds-modules,ENVECON-118,980.0,102.0,1,0.0
ENVECON/IAS C118,2019-10-22 16:00:00,ds-modules,ENVECON-118,2857.0,102.0,8,0.0
ENVECON/IAS C118,2019-10-22 17:00:00,ds-modules,ENVECON-118,617.0,102.0,8,0.0
ENVECON/IAS C118,2019-10-22 18:00:00,ds-modules,ENVECON-118,617.0,102.0,12,0.0
ENVECON/IAS C118,2019-10-22 19:00:00,ds-modules,ENVECON-118,2857.0,102.0,19,207.5
ENVECON/IAS C118,2019-10-22 20:00:00,ds-modules,ENVECON-118,26153.0,102.0,19,0.0
ENVECON/IAS C118,2019-10-22 21:00:00,ds-modules,ENVECON-118,26153.0,102.0,1073,0.0
ENVECON/IAS C118,2019-10-22 22:00:00,ds-modules,ENVECON-118,2857.0,102.0,101,0.0
ENVECON/IAS C118,2019-10-22 23:00:00,ds-modules,ENVECON-118,26153.0,102.0,42,0.0
ENVECON/IAS C118,2019-10-23 00:00:00,ds-modules,ENVECON-118,2857.0,102.0,22,0.0
ENVECON/IAS C118,2019-10-23 01:00:00,ds-modules,ENVECON-118,2857.0,102.0,20,0.0
